Labels,Text,Text_Tag
2,"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.","crime,criminal-justice,drugs,government-regulation,guns,public-safety"
3,Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,"health-care,history"
1,"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.","jobs,legal-issues,women"
1,"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.","economy,federal-budget,jobs,transportation"
4,What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,"animals,congress,history,polls"
5,I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,economy
3,"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.","job-accomplishments,jobs"
0,The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,"economy,health-care"
0,"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.","economy,health-care"
0,"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",legal-issues
4,Texas this fiscal year will have more money in reserve than the other 49 states combined.,"state-budget,state-finances,states"
1,On using the Strategic Petroleum Reserve.,energy
3,Immigrants are more fertile.,immigration
3,"The proposed education changes ""will not cut one teacher's pay.""",education
4,The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,"health-care,states"
3,Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,"civil-rights,crime,guns"
1,Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,"abortion,children,families,health-care,women"
4,We spend less on defense today as % of GDP than at any time since Pearl Harbor.,federal-budget
3,If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,taxes
2,"Says Scott Walker wants to ban common forms of birth control, including the pill.","abortion,message-machine"
1,Jason Kander supports [Obamas] plan to bring the remaining suspected terrorists to U.S. soil.,terrorism
2,"Shelby County donated Im sorry, gave 44 schools to the city of Memphis.","education,infrastructure"
2,"Top U.S. intelligence officials have toldevery member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.","iraq,terrorism"
5,Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,housing
5,"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",candidates-biography
0,Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,"message-machine,social-security"
0,The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.,"health-care,pundits"
2,There are mechanisms in place to shut down the Internet privately.,infrastructure
0,The American people support defunding Obamacare and oppose shutting down the government.,health-care
2,Report that #GOP insisting on changes to Social Security as part of #fiscalcliff false. BTW those changes are supported by @barackobama.,"federal-budget,social-security"
5,"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.","candidates-biography,pundits"
4,The people of Rhode Island dont want same-sex marriage.,"civil-rights,gays-and-lesbians,marriage,polls"
2,"Rep. Paul Ryans Medicare plan lines the pockets of the private insurance companies, increases costs for seniors and does not reduce the deficit.","deficit,federal-budget,medicare,taxes"
0,This year in Congress (Connie Mack IV) has missed almost half of his votes.,candidates-biography
0,"1/3 of our kids drop out (of high school), cannot go to college or start a career.","corrections-and-updates,education"
0,Not even old Gen. Eisenhower saluted military personnel as president.,"history,military"
5,"If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts.","labor,pundits,state-budget,abc-news-week"
0,"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.","guns,terrorism"
1,74 percent of Republicans support the Affordable Care Act.,"health-care,polls"
2,"For every $1 spent on afterschool programs, we can save over $5, almost $6, in crime costs down the line.","crime,economy,education,poverty"
2,"The federal government has $3 trillion in cash flow, so we can pay our bills and wont default.","debt,federal-budget"
1,Says Alex Sink failed Florida homeowners by using predatory lending practices.,corporations
0,Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.,financial-regulation
0,You cant check out a library book without a photo ID.,legal-issues
4,Says that Starbucks took Christmas off of their brand new cups.,religion
3,Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,sports
1,"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.",abortion
5,"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.","autism,children,disability,education,families,immigration,state-budget,state-finances"
3,"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.","economy,government-efficiency,job-accomplishments"
2,The STAR Ohio fund just received the highest possible credit rating one of these funds can receive.,"economy,job-accomplishments,state-finances"
2,"Taxpayers are on the hook ... for less than a third of the proposed new Atlanta Falcons stadium, and those funds are repaid from money that comes from outsiders.","sports,state-finances"
